Branch Order Table.

j, binMax, BifPercent,DRmean,DRstdev,DRmax,DRmin, DRuf, DRcurve, PDRmean, PDRstdev,PDRmax,PDRmin, PDRuf,PDRcurve, TRmean,TRstdev,TRmax,TRmin,TRuf, TRcurve,Nbifs,Ntips,BPLmean,BPLstdev,BPLmax,BPLmin, BPLcurve
11,11.5,0.4666666666666667,2.7476190476190476,1.263082796676649,5.333333333333334,1.3333333333333335,0.375,3,1.1928787878787879,0.25979539758680287,1.5454545454545454,0.7499999999999999,0.8214285714285714,2,0.9380718954248367,0.37863969087624233,1.375,0.7058823529411764,0.975,2,56,64,73.99206941491583,53.94489971777777,213.71223195306246,2.1108529081866356,3
12,12.5,0.5267857142857143,2.6640625,1.4193498270164453,6.666666666666667,1.25,0.4576271186440678,1,1.54375,0.33009588554054053,2.0,1.1,0.864406779661017,1,1.2,0.0,1.2,1.2,0.9910714285714286,1,59,53,76.85221252948506,66.78344032081121,327.8567710647945,4.021834904617543,3
13,13.5,0.4576271186440678,2.474358974358975,1.2549389606159318,6.0,1.3333333333333335,0.5185185185185185,3,1.3861111111111108,0.2100631886120853,2.0,1.1111111111111112,0.7037037037037037,1,1.3333333333333335,0.0,1.3333333333333335,1.3333333333333335,0.9915254237288136,1,54,64,85.95577364210284,71.05817930578364,327.3847797942326,1.4319217855734978,3
14,14.5,0.5092592592592593,2.454320987654321,1.055880891534021,5.333333333333334,1.3333333333333335,0.509090909090909,1,1.138068181818182,0.28358060227910636,1.375,0.7272727272727273,0.9272727272727272,1,1.0708333333333333,0.38450906650197764,1.3333333333333335,0.5,0.9629629629629629,1,55,53,78.01664209744546,61.354026181606095,275.8556005056657,0.5004997502496887,3
15,15.5,0.45454545454545453,2.350666666666667,1.1193218846611916,5.333333333333334,1.3333333333333335,0.5,3,1.688888888888889,0.5572418851078216,2.666666666666667,1.2,0.88,2,1.356666666666667,0.18242197723349504,1.6666666666666667,1.2,0.9545454545454546,2,50,60,80.49880291857018,62.64874784173004,281.8119835932107,2.672095514759897,3
16,16.5,0.44,2.456521739130435,1.3259429571124206,6.0,1.3333333333333335,0.4772727272727273,3,1.511111111111111,0.4286067004885758,2.0,1.2,0.9318181818181818,2,1.3333333333333335,0.0,1.3333333333333335,1.3333333333333335,0.99,1,44,56,73.04384903794563,54.19423596499147,239.78110050952387,2.0097761069332862,3
17,17.5,0.4772727272727273,2.3571428571428577,1.3294586557920174,6.0,1.3333333333333335,0.5,1,1.31,0.21653842358548958,1.6666666666666667,1.1,0.8809523809523809,3,1.2666666666666666,0.0,1.3333333333333335,1.2,0.9772727272727273,1,42,46,76.7342474492665,52.9283693108264,197.77843539177664,2.5019992006393608,1
18,19.5,0.4695121951219512,2.7126436781609202,1.587961001507845,6.0,1.3333333333333335,0.6233766233766234,1,1.4269230769230772,0.3746936070248586,2.0,0.6,0.8311688311688312,2,1.2777777777777777,0.26048388021497954,1.4999999999999998,0.8,0.9634146341463414,1,77,87,79.87964907060902,60.444662313119984,281.4538075374727,2.0615528128088303,3
19,21.5,0.45714285714285713,3.130036630036631,1.8293522183650777,6.0,1.1538461538461537,0.78125,1,1.3777777777777775,0.22622654835021289,1.6666666666666667,1.0666666666666667,0.8125,2,1.2760416666666667,0.5285196722748184,2.0,0.8333333333333334,0.9714285714285714,1,64,76,85.60372303875221,62.40595798774209,269.37714870469347,0.5000999900019995,3
20,23.5,0.42857142857142855,3.369230769230769,1.5047124456717782,5.333333333333334,1.3333333333333335,0.7291666666666666,1,1.277777777777778,0.2886751345948129,1.6666666666666667,0.7499999999999999,0.8125,2,0.8365384615384615,0.0,0.923076923076923,0.7499999999999999,0.9821428571428571,1,48,64,75.70823414218327,53.92669641237147,242.4859956498333,2.0671961687271367,3
21,26.5,0.3888888888888889,3.3444444444444446,0.8368181106217469,4.0,1.4999999999999998,0.6428571428571429,3,1.378787878787879,0.1985864384279113,1.6666666666666667,1.0833333333333335,0.8095238095238095,3,1.097948717948718,0.3912773464784189,1.6666666666666667,0.6,0.9537037037037037,3,42,66,82.93430930350222,54.82864883546693,242.45332076420965,1.5291056209431635,3
22,30.5,0.5102040816326531,2.555555555555556,1.0929064207170003,4.0,1.3333333333333335,0.82,2,1.6416035353535354,0.6101105607278084,3.3333333333333335,1.0909090909090908,0.76,2,0.0,0.0,0.0,0.0,1.0,1,50,48,84.1991083718073,67.84077208333413,290.2945690583222,1.2215563842901398,3
23,34.0,0.2777777777777778,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,2.666666666666667,1.3333333333333335,0.8666666666666667,1,0.0,0.0,0.0,0.0,1.0,1,15,39,94.43584801398755,52.64014608127644,220.8272260663498,4.329480338331641,1
Path Length Table.

j, binMax, BifPercent,DRmean,DRstdev,DRmax,DRmin, DRuf, DRcurve, PDRmean, PDRstdev,PDRmax,PDRmin, PDRuf,PDRcurve, TRmean,TRstdev,TRmax,TRmin,TRuf, TRcurve,Nbifs,Ntips,BPLmean,BPLstdev,BPLmax,BPLmin, BPLcurve
1,38.46108295712604,0.9642857142857143,4.995989304812834,2.4935108456563864,10.0,1.3333333333333335,0.18518518518518517,2,1.430622837370242,0.40236757264999923,2.0,0.37499999999999994,0.37037037037037035,2,1.8276747156342747,0.6568015200235727,4.090909090909091,1.0909090909090908,0.6705882352941176,3,27,1,40.84373769565817,38.09036423346101,169.73206844439957,2.9628985807820025,3
2,57.09885151584864,1.0,4.877380952380953,2.0355897937325267,10.0,1.4999999999999998,0.3488372093023256,1,1.2780225122471112,0.2226100955561655,1.6666666666666667,0.8500000000000001,0.7441860465116279,2,1.3413461538461537,0.0,1.375,1.3076923076923077,0.9767441860465116,1,43,0,47.32219624813652,50.71624505152448,243.31093766494635,1.4096964212198304,3
3,73.07093280184519,1.0,3.6916666666666673,1.8359433900077453,7.333333333333334,1.2,0.46511627906976744,1,1.4412490287490287,0.37465306858423153,2.0,0.7222222222222222,0.6976744186046512,2,1.0,0.0,1.3333333333333335,0.6666666666666666,0.9767441860465116,1,43,0,55.82449662678935,52.93349302865081,209.67428294285713,4.899283212879205,3
4,85.24504798167743,0.9772727272727273,3.8958333333333335,2.102797959685918,9.000000000000002,1.4999999999999998,0.627906976744186,2,1.1855392156862745,0.13869084303705806,1.35,1.0588235294117647,0.9069767441860465,1,0.8500000000000001,0.0,0.8500000000000001,0.8500000000000001,0.9883720930232558,1,43,1,62.31541302402437,45.03544599088624,172.787865622197,4.24732789527722,3
5,94.20116426110371,1.0,3.873015873015872,1.876273465250233,7.333333333333334,1.6666666666666667,0.5116279069767442,3,1.2227941176470587,0.23815017542585043,1.6,0.9375,0.8837209302325582,2,1.2541666666666667,0.47636256810993904,1.6666666666666667,0.8333333333333334,0.9534883720930233,1,43,0,58.559751877983786,48.429264797973694,169.52289695095612,0.7149692301071464,3
6,104.78490666988928,0.9772727272727273,2.8975,1.291744762777749,6.666666666666667,1.2,0.5348837209302325,1,1.3351190476190475,0.369746042904297,2.0,0.8333333333333334,0.8372093023255814,1,0.0,0.0,0.0,0.0,1.0,1,43,1,63.04292508685293,51.54235062696049,198.05939528408862,0.9946964361050066,1
7,115.5970136765508,0.9347826086956522,3.880952380952381,1.695699509169247,6.666666666666667,1.3333333333333335,0.5116279069767442,3,1.2981837606837605,0.1371198148830955,1.4999999999999998,1.1,0.8604651162790697,3,0.0,0.0,0.0,0.0,1.0,1,43,3,58.62075184905656,54.667590457606615,197.4251479157424,1.5587097228156348,3
8,126.44137486082957,0.9555555555555556,2.971014492753623,1.4103264307225312,6.666666666666667,1.3333333333333335,0.46511627906976744,3,1.367857142857143,0.14275955661632958,1.6666666666666667,1.2,0.8372093023255814,2,2.0,0.0,2.0,2.0,0.9883720930232558,1,43,2,70.14299623019188,50.41097134925907,189.20405641743747,1.5811388300841898,3
9,135.30500326161626,0.9555555555555556,3.277777777777778,1.6046140734725984,6.666666666666667,1.3333333333333335,0.37209302325581395,1,1.1740196078431373,0.28018640469586265,1.6666666666666667,0.7999999999999999,0.813953488372093,2,2.0,0.0,2.0,2.0,0.9883720930232558,1,43,2,60.52706793995581,61.49607970651761,265.92987191718595,2.350026595594185,3
10,143.96371172928883,0.8431372549019608,3.2500000000000004,1.7152240273656056,7.333333333333334,1.3333333333333335,0.5813953488372093,3,1.722222222222222,0.25458753860865785,2.0,1.4999999999999998,0.9302325581395349,1,0.9888888888888889,0.3464101615137755,1.3333333333333335,0.6,0.9534883720930233,3,43,8,77.79946370150586,56.59797215146701,243.5969577787913,0.6519202405202669,3
11,155.35465903646403,0.7413793103448276,2.916666666666667,1.4399349632579586,6.0,1.3333333333333335,0.4883720930232558,1,1.4583333333333333,0.4758326036188217,2.0,0.8,0.8604651162790697,2,1.0,0.0,1.25,0.7499999999999999,0.9767441860465116,1,43,15,73.72993546688485,57.224271457826575,241.79102711297372,1.4345089752246087,3
12,166.21262843115414,0.7288135593220338,3.4850000000000008,1.5872103962944748,6.666666666666667,1.3333333333333335,0.5348837209302325,3,1.5472222222222223,0.36521175998265665,2.0,1.2,0.8604651162790697,1,0.9745098039215685,0.0,1.0666666666666667,0.8823529411764705,0.9767441860465116,1,43,16,73.73535566377392,68.20731793835422,275.15512812459514,0.8786353054595516,3
13,177.37822675720463,0.581081081081081,3.069444444444445,1.266358340302914,6.0,1.3333333333333335,0.4418604651162791,3,1.2318939393939394,0.4050082237560991,2.0,0.625,0.7674418604651163,2,2.0,0.0,2.0,2.0,0.9883720930232558,1,43,31,60.03837219649852,48.25163140555479,219.62482655441687,1.8060221482584293,3
14,188.5090952780223,0.5058823529411764,3.0833333333333335,1.7954621161490196,6.666666666666667,1.3333333333333335,0.5348837209302325,3,1.4444444444444444,0.09622504486493742,1.4999999999999998,1.3333333333333335,0.9302325581395349,3,1.0416666666666667,0.0,1.3333333333333335,0.7499999999999999,0.9767441860465116,1,43,42,68.22917547790122,50.45769888809221,253.90951854279805,0.7383765976789887,1
15,201.26357296664662,0.45263157894736844,2.944444444444444,1.521716125890069,6.666666666666667,1.3333333333333335,0.4418604651162791,3,1.3253367003367005,0.21252016755320385,1.6666666666666667,1.0909090909090908,0.8604651162790697,3,0.9779411764705882,0.0,1.25,0.7058823529411764,0.9767441860465116,1,43,52,68.33647871779245,58.92833451426535,197.2668273689694,1.6634674628618322,1
16,213.02455543118242,0.4777777777777778,3.110144927536232,1.3026172093914998,5.333333333333334,1.3333333333333335,0.46511627906976744,1,1.2443181818181819,0.3888745405984828,1.6666666666666667,0.7272727272727273,0.9069767441860465,3,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,0.9883720930232558,1,43,47,76.03683409156231,63.4736948923904,243.73341315430358,2.1108529081866356,3
17,229.43584285791792,0.4387755102040816,3.0799999999999996,1.5643008141137806,6.0,1.3333333333333335,0.4186046511627907,1,1.1760606060606063,0.26075224934253227,1.3636363636363635,0.7499999999999999,0.8837209302325582,2,0.0,0.0,0.0,0.0,1.0,1,43,55,76.01032396403514,69.15708761416703,325.23354710891687,2.5019992006393608,3
18,241.64132633431024,0.5657894736842105,2.406666666666667,1.038695763392192,5.333333333333334,1.3333333333333335,0.4186046511627907,1,1.2611111111111113,0.06735753140545644,1.3333333333333335,1.2,0.9302325581395349,1,1.1166666666666667,0.0,1.4999999999999998,0.7333333333333334,0.9767441860465116,1,43,33,61.7037322678703,54.5080761938783,194.59959406150352,0.5000999900019995,3
19,257.1141252512945,0.4056603773584906,2.836666666666667,1.1906998286181725,6.0,1.3333333333333335,0.5348837209302325,3,1.2121212121212122,0.0,1.3333333333333335,1.0909090909090908,0.9534883720930233,1,0.0,0.0,0.0,0.0,1.0,1,43,63,82.62494422783871,61.131266473061814,265.3211077944872,0.5004997502496887,3
20,276.4610081957119,0.3161764705882353,3.5714285714285716,1.5532863266952468,6.0,1.3333333333333335,0.5116279069767442,1,1.5476430976430975,0.4661788521278149,2.666666666666667,1.1,0.7906976744186046,1,1.225,0.0,1.25,1.2,0.9767441860465116,1,43,93,71.65948478952149,68.77816698662187,327.3847797942326,1.5291056209431635,3
21,291.4413803071094,0.4942528735632184,2.4927536231884058,1.1409262815684673,5.333333333333334,1.3333333333333335,0.46511627906976744,3,1.2547619047619047,0.25307631071994674,1.4999999999999998,0.7499999999999999,0.8372093023255814,2,1.3333333333333335,0.0,1.3333333333333335,1.3333333333333335,0.9883720930232558,1,43,44,68.64174884993223,58.464416318494514,242.45332076420965,3.0014211633824393,3
22,309.63655230032634,0.44329896907216493,2.5221445221445222,1.2878390833808977,5.333333333333334,1.1538461538461537,0.4883720930232558,3,1.221969696969697,0.14331403227084932,1.375,1.0909090909090908,0.9302325581395349,1,1.3333333333333333,2.7194799110210365E-16,1.3333333333333335,1.3333333333333335,0.9651162790697675,1,43,54,90.31394836381821,63.26588129398391,242.245698811154,2.0097761069332862,1
23,333.47980870611497,0.3805309734513274,2.6547619047619047,1.4271965753419684,5.333333333333334,1.3333333333333335,0.3488372093023256,3,1.511111111111111,0.42860670048857574,2.0,1.2,0.9302325581395349,2,1.3229166666666667,0.05242940580049133,1.375,1.25,0.9534883720930233,3,43,70,77.88959478074635,56.60756521822054,281.8119835932107,5.424131266848154,3
24,365.51009452719927,0.3359375,2.85,1.484021172551022,5.333333333333334,1.3333333333333335,0.4418604651162791,3,1.3274891774891775,0.3807931050676013,2.0,0.9090909090909091,0.8372093023255814,2,1.5,0.0,1.6666666666666667,1.3333333333333335,0.9767441860465116,1,43,85,87.71502871254621,59.298951904292444,268.74429639891184,5.315072906367325,3
25,399.2433309897659,0.3208955223880597,2.270114942528736,0.9133205085815881,4.0,1.3333333333333335,0.32558139534883723,3,1.3732093663911846,0.30553177248090774,2.0,0.7499999999999999,0.7441860465116279,2,1.2666666666666666,0.15456030825826164,1.4999999999999998,1.1,0.9418604651162791,2,43,91,83.34750773174092,60.3240790451951,287.2762105600143,3.640054944640259,1
26,442.21813638717856,0.3161764705882353,2.5217391304347827,1.152844908649559,5.0,1.3333333333333335,0.46511627906976744,3,1.2125,0.30115518332654423,1.6666666666666667,0.6,0.813953488372093,3,1.034375,0.19931523398877465,1.2,0.8,0.9534883720930233,2,43,93,83.75818390511115,56.05477018631894,281.4538075374727,2.5,1
27,483.58523025931163,0.3805309734513274,2.7878787878787885,1.2496464146374213,5.333333333333334,1.3333333333333335,0.7441860465116279,1,1.3134469696969697,0.1636853331809852,1.6666666666666667,1.0909090909090908,0.813953488372093,2,0.0,0.0,0.0,0.0,1.0,1,43,70,101.81595036227138,75.617175056548,290.2945690583222,2.0671961687271367,3
28,529.3902754830077,0.3739130434782609,1.9333333333333336,0.7336699564097413,3.666666666666667,1.3333333333333335,0.7674418604651163,2,1.5250000000000001,0.42056509603151804,2.0,1.2,0.9302325581395349,1,1.0833333333333335,0.0,1.3333333333333335,0.8333333333333334,0.9767441860465116,1,43,72,83.90653568509823,57.67184120483513,262.0648965407823,2.868940614582319,3
29,567.7612310026175,0.5512820512820513,2.0654761904761907,0.9936650686324183,4.0,1.25,0.6744186046511628,3,1.5645833333333332,0.5299324230653123,2.666666666666667,1.2,0.813953488372093,2,0.8365384615384615,0.0,0.923076923076923,0.7499999999999999,0.9767441860465116,1,43,35,85.82085212466694,53.499381814150404,220.8272260663498,7.3824115301167,3
30,613.9344460872649,0.4942528735632184,2.3904761904761904,0.5583422174133278,3.3333333333333335,1.6666666666666667,0.8372093023255814,2,1.4631944444444447,0.19192861985083182,1.6666666666666667,1.0833333333333335,0.7209302325581395,1,1.2115384615384615,0.0,1.4999999999999998,0.923076923076923,0.9767441860465116,1,43,44,76.40844217207066,53.81901681555582,242.4859956498333,5.678908345800274,3
31,650.3335477021376,0.5,2.090909090909091,0.7900901367834079,4.0,1.3333333333333335,0.7441860465116279,2,1.451388888888889,0.24735554230654358,2.0,1.0833333333333335,0.7209302325581395,1,1.3111111111111111,0.7002645002928325,2.0,0.6,0.9651162790697675,1,43,43,77.73154474058705,61.12568434562685,327.8567710647945,6.093874646590525,3
32,695.3377753483987,0.4387755102040816,2.8000000000000003,1.3662601021279464,4.0,1.3333333333333335,0.8837209302325582,2,1.6476190476190475,0.35842099333829264,2.0,1.2,0.8372093023255814,3,0.5,0.0,0.5,0.5,0.9883720930232558,1,43,55,90.07698279463555,56.84992544362181,275.8556005056657,6.204071243949391,3
33,995.7277134283515,0.11711711711711711,1.3333333333333335,0.0,1.3333333333333335,1.3333333333333335,0.9615384615384616,1,2.3333333333333335,0.881917103688197,3.3333333333333335,1.6666666666666667,0.8846153846153846,3,1.2666666666666666,0.0,1.3333333333333335,1.2,0.9615384615384616,1,26,196,91.95104755650173,56.47774849001139,261.6828501321442,1.2215563842901398,3
Radius Table.

j, binMax, BifPercent,DRmean,DRstdev,DRmax,DRmin, DRuf, DRcurve, PDRmean, PDRstdev,PDRmax,PDRmin, PDRuf,PDRcurve, TRmean,TRstdev,TRmax,TRmin,TRuf, TRcurve,Nbifs,Ntips,BPLmean,BPLstdev,BPLmax,BPLmin, BPLcurve
1,0.175,0.32246740220661985,1.888888888888889,0.6938886664887111,2.666666666666667,1.3333333333333335,0.995334370139969,2,0.575,0.18874586088176873,0.7499999999999999,0.37499999999999994,0.995334370139969,2,0.6499999999999999,0.08660254037844381,0.7499999999999999,0.6,0.9984848484848485,3,643,1351,87.97130704984511,58.06416524263206,327.8567710647945,0.5000999900019995,3
2,0.225,0.7210884353741497,1.3382352941176463,0.040422604172722185,1.6666666666666667,1.3333333333333335,0.3584905660377358,2,1.3079365079365077,0.11638287479252939,1.3333333333333335,0.8,0.8018867924528302,2,1.1750000000000005,0.29580398915498085,1.3333333333333335,0.5,0.9210526315789473,2,106,41,67.86187633804929,58.05624416526042,327.3847797942326,3.526687539320715,3
3,0.35,0.9004329004329005,1.821720430107527,0.2634161617883388,2.666666666666667,1.2,0.2548076923076923,2,1.5281565656565659,0.353286659808949,2.0,0.625,0.6826923076923077,2,1.3912698412698412,0.4120955609112423,2.0,0.7499999999999999,0.9106382978723404,1,208,23,36.416885538349064,39.31074877140273,239.78110050952387,0.9946964361050066,3
4,0.45,1.0,2.4114583333333317,0.4781501421933618,3.666666666666667,1.3333333333333335,0.030303030303030304,2,1.4424242424242422,0.4267426725486392,2.666666666666667,0.7272727272727273,0.7171717171717171,3,1.555555555555556,0.5443310539518175,2.666666666666667,1.3333333333333335,0.9393939393939394,1,99,0,29.74978089680087,39.007387110434706,247.49603754422066,1.5811388300841898,3
5,0.625,1.0,3.4066448801742912,0.7108555195661526,5.0,1.2,0.006493506493506494,2,1.3958597603946448,0.4068066386114974,3.3333333333333335,0.7999999999999999,0.7207792207792207,2,1.0930470735900597,0.29643293038039076,1.6666666666666667,0.6666666666666666,0.9182389937106918,1,154,0,25.87111936357238,23.22128124004657,142.17407545189607,1.8741835555782653,3
6,0.875,0.9903846153846154,4.679288025889967,1.0628825494057423,6.666666666666667,1.3333333333333335,0.0,3,1.2194777024322476,0.22083279350002402,1.7000000000000002,0.7222222222222222,0.6796116504854369,2,1.3049583076237488,0.7285396535099108,3.0,0.8500000000000001,0.92,2,103,1,19.073215986423847,16.793280742119908,105.5332301964913,0.8786353054595516,3
7,2.9,0.9864864864864865,5.613570011777103,1.9578165321685117,10.0,1.1538461538461537,0.0,2,1.3441452091184714,0.2547752482841983,1.8823529411764706,0.9,0.547945205479452,1,1.7637633582780636,0.6195163670272089,4.090909090909091,1.15625,0.6794871794871795,1,73,1,22.666034858807077,20.07012314854183,105.14213497586374,1.5,3
